# Abundance and Variation Measurements for Strains Grown in YEPD and SD
# Newman et al. Nature 2006
# ORF	Name	NA	Ave. YEPD	Error	Ave. SD	Error
orf	gene	avg.yepd.abund	avg.yepd.abund.error	avg.sd.abund	avg.sd.abund.error
YJR060W	CBF1	299.0	25.91	166.0	25.20
YJR062C	NTA1	NA	NA	NA	NA
YJR063W	RPA12	867.0	41.49	572.3	35.53
YJR067C	YAE1	86.5	21.91	NA	NA
YJR068W	RFC2	104.5	22.18	77.0	23.20
YJR069C	HAM1	312.0	26.20	200.2	24.75
YJR070C	LIA1	1716.5	68.59	916.5	49.30
YJR072C	NPA3	430.0	29.03	236.5	25.85
YJR073C	OPI3	119.5	22.22	576.0	35.65
YJR074W	MOG1	NA	NA	NA	NA
YJR075W	HOC1	100.5	21.93	NA	NA
YJR076C	CDC11	359.0	27.29	NA	NA
YJR077C	MIR1	926.5	42.85	805.5	43.13
YJR080C	FMP26	61.0	21.54	145.5	24.69
YJR082C	EAF6	NA	NA	NA	NA
YJR083C	ACF4	67.5	21.63	54.5	22.73
YJR084W	CSN12	NA	NA	NA	NA
YJR085C	NA	100.0	21.92	NA	NA
YJR086W	STE18	190.0	23.65	207.5	24.93
YJR088C	NA	448.0	29.49	404.0	31.73
YJR089W	BIR1	NA	NA	NA	NA
YJR091C	JSN1	103.0	22.16	158.0	24.72
YJR092W	BUD4	59.5	21.53	NA	NA
YJR094W-A	RPL43B	3163.0	117.34	2680.4	114.36
YJR096W	NA	NA	NA	NA	NA
YJR097W	JJJ3	100.5	22.12	NA	NA
YJR098C	NA	NA	NA	NA	NA
YJR101W	RSM26	146.5	22.87	178.0	25.48
YJR103W	URA8	46.5	21.35	NA	NA
YJR104C	SOD1	4445.0	161.07	3898.7	160.08
YJR105W	ADO1	2341.0	89.41	2334.0	102.42
YJR109C	CPA2	821.5	39.99	9873.5	394.80
YJR110W	YMR1	NA	NA	65.0	22.75
YJR111C	NA	NA	NA	72.5	23.09
YJR112W	NNF1	69.5	21.66	69.6	22.07
YJR113C	RSM7	164.5	23.19	173.0	25.31
YJR116W	NA	60.0	21.54	NA	NA
YJR117W	STE24	926.0	42.79	492.5	32.96
YJR118C	ILM1	46.5	21.19	NA	NA
YJR119C	NA	NA	NA	NA	NA
YJR121W	ATP2	1081.0	48.11	2827.0	121.47
YJR122W	CAF17	NA	NA	NA	NA
YJR127C	ZMS1	NA	NA	NA	NA
YJR129C	NA	NA	NA	NA	NA
YJR130C	STR2	NA	NA	166.0	24.87
YJR131W	MNS1	105.5	22.00	120.5	23.10
YJR132W	NMD5	262.0	25.10	101.5	23.51
YJR133W	XPT1	NA	NA	NA	NA
YJR134C	SGM1	NA	NA	NA	NA
YJR135C	MCM22	NA	NA	NA	NA
YJR136C	NA	NA	NA	NA	NA
YJR137C	ECM17	90.5	21.98	53.5	22.90
YJR138W	IML1	NA	NA	NA	NA
YJR139C	HOM6	484.0	30.44	591.0	38.19
YJR140C	HIR3	NA	NA	NA	NA
YJR143C	PMT4	NA	NA	51.1	21.78
YJR145C	RPS4A	7577.0	268.63	5842.0	239.60
YJR146W	NA	NA	NA	NA	NA
YJR147W	HMS2	102.5	22.15	NA	NA
YJR148W	BAT2	735.0	37.42	1022.0	52.67
YJR149W	NA	NA	NA	NA	NA
YJR154W	NA	NA	NA	NA	NA
YJR161C	COS5	NA	NA	NA	NA
YKL001C	MET14	NA	NA	NA	NA
YKL002W	DID4	71.0	21.69	97.5	23.59
YKL003C	MRP17	NA	NA	NA	NA
YKL004W	AUR1	324.0	26.47	259.5	26.25
YKL006C-A	SFT1	94.5	21.84	67.5	22.04
YKL006W	RPL14A	4400.0	159.62	3631.5	152.67
YKL007W	CAP1	332.0	26.70	338.0	29.88
YKL008C	LAC1	344.0	26.68	174.5	24.20
YKL009W	MRT4	461.0	29.50	308.0	29.18
YKL010C	UFD4	94.5	22.02	NA	NA
YKL011C	CCE1	NA	NA	NA	NA
YKL012W	PRP40	NA	NA	NA	NA
YKL013C	ARC19	308.5	26.12	334.5	28.18
YKL014C	URB1	237.0	24.61	136.5	24.85
YKL015W	PUT3	NA	NA	NA	NA
YKL016C	ATP7	233.5	24.28	291.5	27.24
YKL017C	HCS1	NA	NA	NA	NA
YKL018C-A	NA	62.0	21.39	58.0	22.10
YKL019W	RAM2	NA	NA	NA	NA
YKL020C	SPT23	NA	NA	NA	NA
YKL021C	MAK11	221.5	24.02	120.5	23.00
YKL022C	CDC16	NA	NA	NA	NA
YKL023W	NA	45.5	21.34	71.0	23.04
YKL024C	URA6	358.5	27.28	200.4	24.82
YKL025C	PAN3	93.5	22.01	77.0	22.98
YKL026C	GPX1	NA	NA	NA	NA
YKL027W	NA	259.0	25.04	264.5	27.73
YKL028W	TFA1	183.0	23.52	132.5	24.09
YKL029C	MAE1	312.0	26.21	410.5	31.58
YKL032C	IXR1	319.5	26.37	250.5	26.96
YKL033W	FMP47	NA	NA	NA	NA
YKL035W	UGP1	974.0	44.64	1055.5	53.41
YKL038W	RGT1	NA	NA	NA	NA
YKL040C	NFU1	351.0	27.10	288.0	28.45
YKL041W	VPS24	165.0	22.97	164.0	23.89
YKL042W	SPC42	NA	NA	58.0	22.82
YKL043W	PHD1	NA	NA	NA	NA
YKL046C	DCW1	403.0	28.35	288.5	28.41
YKL047W	NA	NA	NA	NA	NA
YKL048C	ELM1	NA	NA	NA	NA
YKL049C	CSE4	111.0	22.28	161.0	24.19
YKL051W	SFK1	133.5	22.65	546.5	34.70
YKL052C	ASK1	192.5	23.71	153.5	23.68
YKL053C-A	MDM35	101.0	22.12	NA	NA
YKL054C	DEF1	3520.0	129.40	3119.0	132.46
YKL055C	OAR1	NA	NA	NA	NA
YKL056C	NA	6145.5	219.41	4668.9	193.71
YKL058W	TOA2	121.5	22.26	58.0	22.17
YKL059C	MPE1	78.0	21.78	76.0	23.15
YKL060C	FBA1	50570.5	1752.37	36032.5	1407.75
YKL061W	NA	87.0	21.73	70.3	22.06
YKL063C	NA	68.0	21.64	156.0	24.07
YKL064W	MNR2	50.0	21.40	60.2	21.98
YKL065C	YET1	452.0	29.27	442.0	31.28
YKL067W	YNK1	694.0	36.23	654.0	38.00
YKL068W	NUP100	158.5	23.08	98.4	22.77
YKL069W	NA	146.5	22.87	128.8	23.16
YKL071W	NA	6838.0	243.20	5994.5	247.64
YKL072W	STB6	NA	NA	NA	NA
YKL073W	LHS1	NA	NA	NA	NA
YKL074C	MUD2	NA	NA	NA	NA
YKL075C	NA	NA	NA	70.0	23.02
YKL077W	NA	666.5	35.44	309.0	28.94
YKL078W	DHR2	NA	NA	NA	NA
YKL079W	SMY1	98.5	22.09	86.5	23.17
YKL080W	VMA5	949.5	43.52	740.0	41.10
YKL081W	TEF4	4954.0	178.55	2784.0	119.08
YKL085W	MDH1	383.0	27.86	986.0	51.48
YKL086W	SRX1	NA	NA	69.1	22.10
YKL088W	NA	183.0	23.52	240.5	26.73
YKL089W	MIF2	55.5	21.48	NA	NA
YKL091C	NA	NA	NA	56.0	22.76
YKL092C	BUD2	48.5	21.38	70.5	22.85
YKL094W	YJU3	316.5	26.30	277.0	28.04
YKL095W	YJU2	NA	NA	NA	NA
YKL096W	CWP1	1006.0	45.64	661.5	40.78
YKL096W-A	CWP2	7350.0	261.12	4260.3	178.90
YKL101W	HSL1	NA	NA	NA	NA
YKL102C	NA	NA	NA	NA	NA
YKL103C	LAP4	71.0	21.70	129.0	24.22
YKL105C	NA	NA	NA	NA	NA
YKL106W	AAT1	102.0	22.14	106.5	23.81
YKL108W	SLD2	NA	NA	NA	NA
YKL110C	KTI12	83.0	21.86	NA	NA
YKL112W	ABF1	325.5	26.51	269.0	27.52
YKL113C	RAD27	97.0	22.07	75.0	23.12
YKL114C	APN1	NA	NA	NA	NA
YKL116C	PRR1	113.0	22.31	101.5	23.44
YKL117W	SBA1	2017.0	78.57	1483.0	70.00
YKL119C	VPH2	NA	NA	NA	NA
YKL120W	OAC1	953.0	43.65	613.0	36.87
YKL122C	SRP21	276.0	25.40	275.6	26.61
YKL125W	RRN3	NA	NA	NA	NA
YKL126W	YPK1	319.0	26.36	308.5	28.62
YKL127W	PGM1	174.0	23.36	65.5	22.67
YKL128C	PMU1	201.0	23.86	233.5	26.89
YKL129C	MYO3	218.5	24.21	260.5	27.31
YKL130C	SHE2	129.0	22.57	106.5	23.81
YKL134C	37164	NA	NA	58.0	22.56
YKL135C	APL2	164.0	23.18	156.5	24.63
YKL138C	MRPL31	162.0	23.14	175.4	24.24
YKL139W	CTK1	52.0	21.42	48.0	22.39
YKL140W	TGL1	NA	NA	49.5	22.44
YKL142W	MRP8	297.0	25.86	433.0	32.70
YKL143W	LTV1	255.5	24.97	175.5	25.41
YKL145W	RPT1	1220.5	52.40	762.5	44.08
YKL146W	AVT3	63.0	21.41	66.5	22.05
YKL149C	DBR1	NA	NA	NA	NA
YKL150W	MCR1	NA	NA	NA	NA
YKL151C	NA	NA	NA	73.5	23.10
YKL152C	GPM1	13331.5	467.06	11464.0	462.30
YKL154W	SRP102	385.5	27.63	287.5	26.92
YKL155C	RSM22	53.5	21.45	60.0	22.59
YKL156W	RPS27A	4055.5	147.73	2829.4	119.43
YKL157W	APE2	364.5	27.42	289.0	28.15
YKL160W	ELF1	275.5	25.40	301.0	40.05
YKL162C	NA	NA	NA	NA	NA
YKL164C	PIR1	538.0	31.89	108.5	23.78
YKL165C	MCD4	174.5	23.37	139.4	23.53
YKL166C	TPK3	91.5	21.80	57.5	21.88
YKL167C	MRP49	229.5	24.43	299.6	27.34
YKL168C	KKQ8	NA	NA	NA	NA
YKL169C	NA	NA	NA	NA	NA
YKL170W	MRPL38	72.0	21.70	116.6	22.94
YKL173W	SNU114	76.5	21.76	59.5	22.64
YKL175W	ZRT3	NA	NA	NA	NA
YKL176C	LST4	NA	NA	NA	NA
YKL179C	COY1	95.5	22.04	64.5	22.73
YKL180W	RPL17A	2481.0	94.13	1832.0	83.24
YKL181W	PRS1	277.5	25.45	238.5	26.97
YKL182W	FAS1	4903.5	177.23	NA	NA
YKL183W	LOT5	71.5	21.69	49.0	22.61
YKL184W	SPE1	NA	NA	54.0	22.71
YKL185W	ASH1	NA	NA	NA	NA
YKL186C	MTR2	NA	NA	734.8	40.76
YKL187C	NA	NA	NA	NA	NA
YKL189W	HYM1	52.0	21.42	NA	NA
YKL190W	CNB1	304.5	26.03	262.6	26.30
YKL191W	DPH2	214.0	24.12	120.0	23.88
YKL192C	ACP1	891.5	41.73	1210.6	57.77
YKL193C	SDS22	119.0	22.41	150.0	24.79
YKL194C	MST1	NA	NA	NA	NA
YKL195W	FMP15	99.5	22.10	151.5	24.79
YKL197C	PEX1	51.5	21.42	60.5	22.66
YKL204W	EAP1	200.5	23.86	250.0	27.06
YKL205W	LOS1	69.5	21.66	NA	NA
YKL206C	NA	94.0	22.02	85.0	23.36
YKL208W	CBT1	NA	NA	NA	NA
YKL209C	STE6	269.5	25.26	168.7	24.11
YKL210W	UBA1	2179.0	83.97	1659.0	76.74
YKL211C	TRP3	545.5	32.06	1056.5	53.73
YKL212W	SAC1	794.0	38.80	624.0	37.46
YKL213C	DOA1	104.0	22.17	116.5	23.75
YKL214C	YRA2	NA	NA	NA	NA
YKL215C	NA	155.5	23.02	116.5	23.81
YKL216W	URA1	3820.5	139.84	NA	NA
YKL222C	NA	NA	NA	NA	NA
YKR001C	VPS1	647.5	34.54	471.7	32.18
YKR002W	PAP1	125.5	22.52	NA	NA
YKR003W	OSH6	169.0	23.27	147.5	24.74
YKR006C	MRPL13	352.5	27.13	368.0	30.70
YKR007W	MEH1	222.5	24.30	189.5	24.46
YKR008W	RSC4	415.5	28.66	291.0	28.12
YKR010C	TOF2	NA	NA	NA	NA
YKR011C	NA	NA	NA	NA	NA
YKR013W	PRY2	NA	NA	NA	NA
YKR014C	YPT52	551.5	31.88	503.5	33.25
YKR016W	FMP13	NA	NA	NA	NA
YKR018C	NA	325.0	26.49	312.5	28.70
YKR020W	VPS51	NA	NA	90.8	22.43
YKR021W	NA	NA	NA	NA	NA
YKR022C	NA	NA	NA	NA	NA
YKR023W	NA	58.5	21.51	51.0	22.45
YKR024C	DBP7	149.5	22.92	75.5	22.93
YKR025W	RPC37	202.0	23.88	139.0	24.50
YKR026C	GCN3	260.0	24.83	147.5	23.57
YKR027W	FMP50	NA	NA	NA	NA
YKR029C	SET3	NA	NA	48.0	22.42
YKR031C	SPO14	49.5	21.40	68.0	23.22
YKR035W-A	DID2	230.0	24.44	206.6	24.90
YKR036C	CAF4	NA	NA	NA	NA
YKR037C	SPC34	54.0	21.45	72.5	23.10
YKR038C	KAE1	176.0	23.40	145.0	24.70
YKR039W	GAP1	NA	NA	819.5	44.99
YKR041W	NA	NA	NA	NA	NA
YKR042W	UTH1	NA	NA	NA	NA
YKR043C	NA	513.0	30.88	248.5	27.35
YKR044W	UIP5	NA	NA	NA	NA
YKR045C	NA	62.5	21.56	NA	NA
YKR046C	PET10	NA	NA	133.0	24.41
YKR048C	NAP1	681.5	35.90	431.5	32.54
YKR049C	FMP46	NA	NA	NA	NA
YKR052C	MRS4	130.0	22.40	89.5	22.71
YKR054C	DYN1	NA	NA	NA	NA
YKR055W	RHO4	NA	NA	NA	NA
YKR057W	RPS21A	5398.5	193.77	3801.3	157.34
YKR059W	TIF1	3514.5	129.26	2579.0	111.98
YKR060W	UTP30	104.0	21.98	75.0	23.15
YKR062W	TFA2	NA	NA	NA	NA
YKR063C	LAS1	NA	NA	NA	NA
YKR064W	NA	NA	NA	NA	NA
YKR065C	FMP18	198.5	23.82	183.1	24.36
YKR066C	CCP1	132.5	22.63	111.5	23.92
YKR067W	GPT2	167.5	23.03	195.2	24.74
YKR068C	BET3	100.5	22.12	89.0	22.40
YKR070W	NA	NA	NA	NA	NA
YKR071C	DRE2	212.5	24.09	154.0	24.90
YKR072C	SIS2	277.0	25.42	243.5	26.77
YKR074W	NA	103.0	22.15	227.9	25.45
YKR075C	NA	NA	NA	82.5	23.26
YKR076W	ECM4	NA	NA	NA	NA
YKR077W	NA	NA	NA	NA	NA
YKR078W	NA	NA	NA	NA	NA
YKR079C	TRZ1	77.0	21.77	55.0	22.53
YKR080W	MTD1	566.0	32.28	1439.0	68.49
YKR081C	RPF2	NA	NA	NA	NA
YKR082W	NUP133	280.5	25.50	197.8	24.63
YKR083C	DAD2	138.0	22.72	101.4	22.61
YKR084C	HBS1	163.5	23.17	141.5	24.18
YKR085C	MRPL20	105.5	22.20	83.9	22.30
YKR086W	PRP16	NA	NA	NA	NA
YKR087C	OMA1	NA	NA	NA	NA
YKR088C	TVP38	234.5	24.53	171.0	24.12
YKR089C	STC1	NA	NA	94.5	23.35
YKR090W	PXL1	104.5	22.18	103.0	23.46
YKR092C	SRP40	879.5	41.75	506.0	35.06
YKR093W	PTR2	NA	NA	106.5	23.02
YKR094C	RPL40B	2718.5	102.15	2079.0	92.78
YKR095W	MLP1	133.0	22.64	86.4	22.41
YKR096W	NA	NA	NA	NA	NA
YKR099W	BAS1	NA	NA	NA	NA
YKR100C	SKG1	158.5	23.08	144.0	24.70
YKR103W	NFT1	NA	NA	NA	NA
YLL001W	DNM1	NA	NA	82.5	22.33
YLL002W	RTT109	NA	NA	NA	NA
YLL003W	SFI1	61.0	21.54	72.0	22.89
YLL006W	MMM1	NA	NA	NA	NA
YLL007C	NA	NA	NA	NA	NA
YLL008W	DRS1	455.5	29.68	265.0	37.06
YLL009C	COX17	1195.0	51.61	783.0	42.96
YLL010C	PSR1	179.5	23.23	109.5	22.87
YLL011W	SOF1	405.5	28.41	211.0	25.98
YLL012W	NA	144.5	22.84	81.0	23.00
YLL013C	PUF3	204.0	23.92	213.0	26.06
YLL014W	NA	59.0	21.35	246.8	25.82
YLL015W	BPT1	54.0	21.45	NA	NA
YLL018C	DPS1	1555.0	63.44	1306.0	62.47
YLL018C-A	COX19	343.5	26.92	207.7	25.04
YLL022C	HIF1	113.5	22.32	76.5	23.18
YLL023C	NA	180.5	23.25	291.0	26.96
YLL024C	SSA2	37239.5	1295.27	24135.0	965.37
YLL026W	HSP104	2351.0	89.77	1931.5	87.11
YLL027W	ISA1	111.0	22.28	313.5	29.01
YLL028W	TPO1	414.0	28.32	684.0	39.11
YLL029W	NA	249.5	24.84	NA	NA
YLL031C	GPI13	152.0	22.96	133.5	24.16
YLL032C	NA	87.0	21.91	77.0	22.96
YLL034C	RIX7	102.0	22.14	48.0	22.39
YLL036C	PRP19	108.0	22.23	91.5	23.23
YLL038C	ENT4	165.5	23.20	141.0	24.60
YLL039C	UBI4	101.5	22.14	64.0	22.92
YLL040C	VPS13	153.5	22.99	151.1	23.68
YLL041C	SDH2	174.0	23.13	404.0	30.25
YLL043W	FPS1	172.0	23.10	128.3	23.25
YLL045C	RPL8B	6189.0	221.00	5134.0	212.64
YLL048C	YBT1	327.0	26.54	204.1	24.93
YLL051C	FRE6	NA	NA	NA	NA
YLL052C	AQY2	NA	NA	NA	NA
YLL054C	NA	NA	NA	NA	NA
YLL055W	NA	NA	NA	NA	NA
YLL060C	GTT2	NA	NA	NA	NA
YLL061W	MMP1	46.0	21.35	NA	NA
YLL062C	MHT1	NA	NA	NA	NA
YLR001C	NA	NA	NA	73.0	22.89
YLR002C	NOC3	282.5	25.54	181.5	25.28
YLR003C	NA	NA	NA	NA	NA
YLR005W	SSL1	NA	NA	NA	NA
YLR006C	SSK1	NA	NA	54.5	22.52
YLR011W	LOT6	NA	NA	NA	NA
YLR015W	BRE2	NA	NA	NA	NA
YLR016C	NA	NA	NA	NA	NA
YLR017W	MEU1	90.0	21.96	113.0	23.92
YLR018C	POM34	228.0	24.17	174.0	24.11
YLR020C	NA	80.0	21.81	85.0	23.12
YLR022C	NA	270.5	25.29	184.5	25.60
YLR023C	IZH3	NA	NA	NA	NA
YLR024C	UBR2	NA	NA	NA	NA
YLR025W	SNF7	162.0	22.94	177.5	24.33
YLR028C	ADE16	623.5	34.22	596.0	37.46
YLR032W	RAD5	NA	NA	NA	NA
YLR033W	RSC58	125.5	22.51	90.0	23.23
YLR034C	SMF3	208.0	24.00	62.0	22.91
YLR035C	MLH2	NA	NA	NA	NA
YLR035C-A	NA	NA	NA	NA	NA
YLR036C	NA	NA	NA	NA	NA
YLR038C	COX12	NA	NA	NA	NA
YLR039C	RIC1	NA	NA	NA	NA
YLR042C	NA	NA	NA	47.9	21.69
YLR043C	TRX1	962.0	44.27	911.0	47.35
YLR044C	PDC1	54803.0	1902.63	52313.0	2041.04
YLR045C	STU2	87.5	21.92	86.0	23.16
YLR048W	RPS0B	6565.5	233.94	5743.0	236.84
YLR050C	NA	67.5	21.63	129.5	23.16
YLR051C	NA	149.0	22.91	61.5	22.85
YLR052W	IES3	114.0	22.33	72.0	23.08
YLR055C	SPT8	NA	NA	NA	NA
YLR056W	ERG3	1138.0	49.80	468.5	32.22
YLR058C	SHM2	2171.5	83.71	4364.0	181.10
YLR059C	REX2	295.0	25.83	169.0	25.25
YLR060W	FRS1	1321.0	55.62	1242.5	60.52
YLR061W	RPL22A	10117.0	356.19	7575.0	307.04
YLR063W	NA	84.5	21.88	NA	NA
YLR064W	NA	457.5	29.75	447.0	33.27
YLR065C	NA	70.0	21.68	112.6	23.22
YLR066W	SPC3	140.5	22.56	101.5	22.63
YLR067C	PET309	NA	NA	NA	NA
YLR068W	FYV7	79.5	21.80	NA	NA
YLR069C	MEF1	74.5	21.74	238.5	26.71
YLR071C	RGR1	56.0	21.48	NA	NA
YLR072W	NA	NA	NA	NA	NA
YLR073C	NA	87.0	30.99	NA	NA
YLR074C	BUD20	282.5	25.54	158.8	23.78
YLR075W	RPL10	5841.0	208.92	4080.5	170.86
YLR079W	SIC1	NA	NA	NA	NA
YLR080W	EMP46	NA	NA	NA	NA
YLR082C	SRL2	NA	NA	NA	NA
YLR083C	EMP70	878.5	41.33	343.1	28.47
YLR084C	RAX2	282.5	25.57	150.5	24.58
YLR085C	ARP6	NA	NA	NA	NA
YLR086W	SMC4	63.5	21.58	57.5	22.88
YLR088W	GAA1	130.0	31.37	98.0	22.68
YLR090W	XDJ1	66.5	21.62	72.5	23.10
YLR091W	NA	NA	NA	NA	NA
YLR093C	NYV1	NA	NA	NA	NA
YLR094C	GIS3	NA	NA	NA	NA
YLR095C	IOC2	74.5	21.73	48.0	22.38
YLR096W	KIN2	49.0	21.38	86.5	22.41
YLR098C	CHA4	NA	NA	NA	NA
YLR100W	ERG27	349.0	27.06	197.5	25.96
YLR102C	APC9	NA	NA	NA	NA
YLR103C	CDC45	46.0	21.35	NA	NA
YLR105C	SEN2	NA	NA	NA	NA
YLR106C	MDN1	147.0	22.67	NA	NA
YLR107W	REX3	NA	NA	NA	NA
YLR108C	NA	98.0	22.08	NA	NA
YLR109W	AHP1	22181.5	772.21	17974.2	714.33
YLR110C	CCW12	15061.0	526.60	18226.0	723.15
YLR113W	HOG1	400.5	28.32	379.5	31.17
YLR114C	NA	198.0	23.81	200.5	25.59
YLR115W	CFT2	53.5	21.45	62.0	22.71
YLR116W	MSL5	100.0	22.11	85.5	23.39
YLR117C	CLF1	NA	NA	NA	NA
YLR118C	NA	80.5	21.82	70.5	23.11
YLR120C	YPS1	NA	NA	NA	NA
YLR121C	YPS3	50.5	21.40	NA	NA
YLR126C	NA	NA	NA	NA	NA
YLR127C	APC2	NA	NA	NA	NA
YLR129W	DIP2	NA	NA	NA	NA
YLR130C	ZRT2	143.0	22.81	66.0	22.03
YLR131C	ACE2	NA	NA	NA	NA
YLR132C	NA	NA	NA	NA	NA
YLR133W	CKI1	112.0	22.30	NA	NA
YLR134W	PDC5	71.0	21.68	NA	NA
YLR135W	SLX4	NA	NA	NA	NA
YLR136C	TIS11	NA	NA	NA	NA
YLR138W	NHA1	110.0	22.27	130.9	23.32
YLR139C	SLS1	NA	NA	NA	NA
YLR141W	RRN5	NA	NA	NA	NA
YLR142W	PUT1	NA	NA	NA	NA
YLR143W	NA	61.0	21.54	NA	NA
YLR144C	ACF2	49.5	21.39	52.0	22.47
YLR145W	RMP1	NA	NA	NA	NA
YLR146C	SPE4	51.5	21.42	NA	NA
YLR148W	PEP3	81.0	21.82	113.2	22.90
YLR149C	NA	NA	NA	NA	NA
YLR150W	STM1	6740.5	239.71	4121.5	172.27
YLR153C	ACS2	3521.0	129.47	3037.0	128.56
YLR154C	RNH203	NA	NA	NA	NA
YLR163C	MAS1	130.0	22.59	227.0	26.66
YLR166C	SEC10	181.5	23.27	179.0	24.30
YLR168C	NA	59.5	21.52	105.5	23.88
YLR172C	DPH5	354.5	27.19	222.0	26.61
YLR175W	CBF5	1151.5	50.21	750.0	42.58
YLR176C	RFX1	NA	NA	NA	NA
YLR177W	NA	NA	NA	53.5	22.51
YLR178C	TFS1	NA	NA	58.0	22.82
YLR179C	NA	563.5	32.55	457.2	31.71
YLR180W	SAM1	4914.0	177.10	3675.5	155.91
YLR181C	VTA1	85.5	21.89	71.0	23.08
YLR182W	SWI6	87.0	21.91	74.5	22.89
YLR183C	TOS4	NA	NA	NA	NA
YLR185W	RPL37A	3501.5	128.78	2728.5	117.41
YLR186W	EMG1	158.5	23.08	120.0	24.10
YLR187W	SKG3	72.0	21.70	95.5	23.33
YLR188W	MDL1	NA	NA	55.8	21.88
YLR189C	ATG26	NA	NA	NA	NA
YLR190W	MMR1	71.0	21.68	NA	NA
YLR191W	PEX13	NA	NA	NA	NA
YLR192C	HCR1	831.5	40.40	599.0	38.19
YLR193C	NA	NA	NA	108.8	22.83
YLR194C	NA	117.0	22.38	56.0	22.74
YLR195C	NMT1	NA	NA	NA	NA
YLR196W	PWP1	862.5	41.35	598.5	37.48
YLR197W	SIK1	1526.0	62.29	NA	NA
YLR199C	NA	NA	NA	NA	NA
YLR200W	YKE2	256.5	24.72	137.5	23.70
YLR201C	FMP53	51.5	21.42	75.5	23.16
YLR203C	MSS51	265.0	25.17	312.5	29.09
YLR204W	QRI5	NA	NA	NA	NA
YLR206W	ENT2	167.5	23.24	184.0	25.31
YLR208W	SEC13	NA	NA	1044.0	52.75
YLR210W	CLB4	NA	NA	NA	NA
YLR211C	NA	NA	NA	NA	NA
YLR212C	TUB4	254.5	24.96	170.5	25.30
YLR215C	CDC123	61.5	21.55	NA	NA
YLR216C	CPR6	1053.0	47.10	983.0	51.68
YLR218C	NA	76.0	21.75	100.6	22.61
YLR219W	MSC3	113.5	22.32	142.0	24.32
YLR220W	CCC1	NA	NA	NA	NA
YLR221C	RSA3	225.0	24.34	134.0	24.45
YLR222C	UTP13	426.0	28.93	NA	NA
YLR223C	IFH1	NA	NA	NA	NA
YLR225C	NA	117.0	22.38	79.0	23.22
YLR226W	BUR2	81.0	21.83	56.0	22.75
YLR228C	ECM22	NA	NA	NA	NA
YLR231C	BNA5	49.5	21.39	96.5	23.61
YLR234W	TOP3	NA	NA	NA	NA
YLR237W	THI7	87.5	21.74	NA	NA
YLR239C	LIP2	NA	NA	NA	NA
YLR240W	VPS34	92.0	21.81	178.0	24.24
YLR244C	MAP1	978.0	44.76	704.5	41.65
YLR245C	CDD1	118.5	22.40	152.7	23.72
YLR247C	NA	NA	NA	NA	NA
YLR248W	RCK2	268.0	25.23	262.5	27.18
YLR249W	YEF3	26319.5	915.04	16563.0	661.17
YLR250W	SSP120	167.0	23.25	213.0	26.52
YLR253W	NA	NA	NA	70.0	22.80
YLR254C	NA	NA	NA	83.1	22.31
YLR257W	NA	705.5	36.67	883.5	48.02
YLR258W	GSY2	278.5	25.46	623.5	38.44
YLR259C	HSP60	NA	NA	NA	NA
YLR260W	LCB5	NA	NA	NA	NA
YLR262C	YPT6	403.5	28.06	324.0	27.94
YLR262C-A	NA	630.5	34.43	385.5	29.89
YLR263W	RED1	NA	NA	NA	NA
YLR264W	RPS28B	311.0	26.18	230.8	25.70
YLR265C	NEJ1	NA	NA	NA	NA
YLR266C	PDR8	NA	NA	NA	NA
YLR268W	SEC22	98.0	21.89	NA	NA
YLR270W	DCS1	85.5	21.89	177.5	25.48
YLR271W	NA	NA	NA	NA	NA
YLR272C	YCS4	NA	NA	NA	NA
YLR275W	SMD2	NA	NA	NA	NA
YLR277C	YSH1	69.0	21.66	NA	NA
YLR278C	NA	NA	NA	NA	NA
YLR281C	NA	NA	NA	NA	NA
YLR283W	NA	NA	NA	NA	NA
YLR285W	NNT1	249.0	24.83	239.5	27.08
YLR286C	CTS1	194.0	23.73	112.5	23.65
YLR287C	NA	268.0	25.23	191.0	25.79
YLR287C-A	RPS30A	3543.5	130.23	2440.0	106.56
YLR289W	GUF1	NA	NA	NA	NA
YLR290C	NA	NA	NA	92.5	23.50
YLR291C	GCD7	510.0	31.11	303.0	28.79
YLR292C	SEC72	579.5	32.65	326.0	28.18
YLR295C	ATP14	1340.5	55.85	1606.3	72.48
YLR297W	NA	NA	NA	NA	NA
YLR298C	YHC1	NA	NA	NA	NA
YLR299W	ECM38	NA	NA	NA	NA
YLR300W	EXG1	171.5	23.31	70.0	23.04
YLR301W	NA	NA	NA	554.0	36.39
YLR309C	IMH1	142.5	22.81	75.8	22.37
YLR310C	CDC25	NA	NA	NA	NA
YLR312W-A	MRPL15	176.5	23.40	186.0	25.64
YLR313C	SPH1	NA	NA	NA	NA
YLR315W	NKP2	54.0	21.45	116.1	22.90
YLR316C	TAD3	NA	NA	NA	NA
YLR319C	BUD6	78.5	21.79	73.5	22.87
YLR321C	SFH1	174.0	23.36	122.5	24.16
YLR323C	CWC24	NA	NA	NA	NA
YLR324W	PEX30	64.5	21.59	87.0	23.14
YLR325C	RPL38	2055.0	79.92	1456.7	67.61
YLR326W	NA	NA	NA	NA	NA
YLR327C	NA	173.0	23.36	344.9	29.16
YLR328W	NMA1	173.0	23.36	112.0	23.85
YLR330W	CHS5	NA	NA	NA	NA
